Gene.Model.ID	Gene.Symbol	Full.Name	Source	Chromosome	Start	End
GRMZM2G145758	rpl32	ribosomal protein L32 homolog32		Chr2	"44,796,341"	"44,798,676"
GRMZM2G145794	mgt4	magnesium transporter4	"Li et al., 2016"	Chr9	"126,705,574"	"126,709,100"
GRMZM2G145854	cdo122b(nad)			Chr5	"10,792,003"	"10,795,994"
GRMZM2G145870	igps3	indole-3-glycerolphosphate synthase3		Chr10	"69,436,152"	"69,446,212"
GRMZM2G145944	pld12	phospholipase D12	"Chen et al., 2016"	Chr2	"171,514,014"	"171,519,145"
GRMZM2G145968	nfd102	nucleosome/chromatin assembly factor D		Chr2	"17,972,424"	"17,980,326"
GRMZM2G146018	gras5	GRAS-transcription factor 5	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"142,759,880"	"142,761,574"
GRMZM2G146020	bzip8	bZIP-transcription factor 8	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"142,765,244"	"142,769,768"
GRMZM2G146028	ereb8	AP2-EREBP-transcription factor 8	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"234,986,414"	"234,987,698"
GRMZM2G146115	bcd147(gbp)			Chr10	"61,805,736"	"61,813,778"
GRMZM2G146152	lac2	laccase2		Chr6	"151,736,925"	"151,739,718"
GRMZM2G146206	tpi5	triose phosphate isomerase5	by homology and map location	Chr8	"168,296,435"	"168,300,637"
GRMZM2G146246	gst4	glutathione S-transferase4	Classical Gene	Chr3	"155,015,581"	"155,017,338"
GRMZM2G146280	atg18b	autophagy18b		Chr3	"155,017,904"	"155,022,611"
GRMZM2G146283	pbf1	prolamin-box binding factor1	"assigned by the Grassius project, (Yilmaz et al 2009) to dof3; renamed dof103; subsequesntly found indentical to pbf1"	Chr2	"154,144,472"	"154,148,029"
GRMZM2G146286	cadtfr11	CCAAT-DR1-transcription factor 11	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"219,431,537"	"219,437,566"
GRMZM2G146374	uce8	ubiquitin conjugating enzyme8		Chr5	"31,667,987"	"31,671,628"
GRMZM2G146380	nactf30	NAC-transcription factor 30	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"176,985,518"	"176,986,621"
GRMZM2G146475	gst28	glutathione transferase28		Chr3	"149,448,034"	"149,449,090"
GRMZM2G146502	rcph2	root cap periphery gene2	from: AB021176	Chr4	"188,242,843"	"188,244,300"
GRMZM2G146514	c3h11	C3H-transcription factor 311	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"20,203,138"	"20,224,156"
GRMZM2G146551	expb1	beta expansin1	from: AY197353	Chr9	"118,273,115"	"118,274,521"
GRMZM2G146627	tip4c	tonoplast intrinsic protein4	from: AF326507	Chr3	"13,536,786"	"13,539,654"
GRMZM2G146644	cko1	cytokinin oxidase1	Classical Gene	Chr3	"7,601,132"	"7,605,870"
GRMZM2G146644	cko1	cytokinin oxidase1	from Mameaux et al 2012	Chr3	"7,601,132"	"7,605,870"
GRMZM2G146665	burp7	BURP domain-containing protein-RD22-like7		Chr7	"91,390,413"	"91,392,643"
GRMZM2G146670	vdac1b	voltage-dependent anion channel protein1b	from: AF178951	Chr7	"97,642,539"	"97,646,675"
GRMZM2G146677	got3	glutamate-oxaloacetic transaminase3	from alignment of B73)V2 to sequence BT016777.1	Chr5	"146,880,878"	"146,886,034"
GRMZM2G146688	ereb41	AP2-EREBP-transcription factor 41	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"237,250,179"	"237,253,121"
GRMZM2G146809	pco090777			Chr10	"131,067,129"	"131,068,014"
GRMZM2G146965	sudh12	succinate dehydrogenase12		Chr1	"262,265,889"	"262,269,879"
GRMZM2G147152	mybr73	MYB-related-transcription factor 73	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"126,546,425"	"126,548,480"
GRMZM2G147226	GRMZM2G147226			Chr8	"160,138,079"	"160,142,331"
GRMZM2G147243	iaa28	Aux/IAA-transcription factor 28	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"133,380,995"	"133,384,727"
GRMZM2G147266	fer2	ferritin homolog2	Classical Gene	Chr10	"1,279,030"	"1,283,646"
GRMZM2G147346	myb121	MYB-transcription factor 121	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"231,339,380"	"231,341,787"
GRMZM2G147377	rz567a(klc)			Chr5	"201,523,340"	"201,527,450"
GRMZM2G147390	csu948		from: EU966448	Chr10	"113,729,637"	"113,731,267"
GRMZM2G147424	sfb1	SF1 binding protein candidate1	"from: EU959706 and assigned by the Grassius project, (Yilmaz et al 2009) to s1fa2"	Chr10	"113,732,417"	"113,734,756"
GRMZM2G147452	rz596b			Chr4	"195,372,399"	"195,374,901"
GRMZM2G147619	sdg102	set domain gene102		Chr2	"52,449,235"	"52,456,233"
GRMZM2G147623	c3h10	C3H-transcription factor 310	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"114,431,775"	"114,441,385"
GRMZM2G147685	o11	opaque endosperm11	"assigned by the Grassius project to bhlh167, (Yilmaz et al 2009)"	Chr2	"52,437,508"	"52,442,955"
GRMZM2G147687	exg1	exoglucanase1	from: Entrez Gene 100191390	Chr1	"276,371,915"	"276,377,603"
GRMZM2G147698	myb156	MYB-transcription factor 156	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"64,243,765"	"64,245,594"
GRMZM2G147712	cadtfr3	CCAAT-DR1-transcription factor 3	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"72,873,166"	"72,879,736"
GRMZM2G147716	mads67	MADS-transcription factor 67	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr7	"164,451,097"	"164,456,819"
GRMZM2G147721	fps2	farnesyl diphosphate synthase2	from Richter et al 2015	Chr8	"153,104,841"	"153,108,971"
GRMZM2G147727	tms5	thermosensitive male-sterile5	"from sequence in Li et al., 2017"	Chr4	"223,366,764"	"223,369,176"
GRMZM2G147756	burp8	BURP domain-containing protein-RD22-like8		Chr4	"72,842,573"	"72,845,272"
GRMZM2G147867	nactf3	NAC-transcription factor 3	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"147,704,754"	"147,707,417"
GRMZM2G147880	wrky113	WRKY-transcription factor 113	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"7,879,528"	"7,883,985"
GRMZM2G148022	tcptf29	TCP-transcription factor 29	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"173,529,415"	"173,541,170"
GRMZM2G148074	hb78	Homeobox-transcription factor 78	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"93,082,039"	"93,083,670"
GRMZM2G148087	wrky43	WRKY-transcription factor 43	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"183,944,439"	"183,947,443"
GRMZM2G148098	hb37	Homeobox-transcription factor 37	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"13,673,081"	"13,677,600"
GRMZM2G148188	iaa15	Aux/IAA-transcription factor 15	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"16,521,450"	"16,523,297"
GRMZM2G148213	mab15	math-btb15	"Juranic et al., 2012"	Chr7	"170,591,410"	"170,601,470"
GRMZM2G148220	mads48	MADS-transcription factor 48	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"193,288,684"	"193,293,762"
GRMZM2G148281	opr7	12-oxo-phytodienoic acid reductase7	from alignment on B73_v2 of cDNA AY921644	Chr1	"207,946,160"	"207,950,205"
GRMZM2G148333	ereb202	AP2-EREBP-transcription factor 202	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"184,209,896"	"184,212,209"
GRMZM2G148404	umc2034			Chr10	"6,377,440"	"6,378,546"
GRMZM2G148441	fnsii1	flavone synthase typeII1	"Morohashi et al., 2012"	Chr10	"96,108,546"	"96,110,569"
GRMZM2G148453	toc2	timing of cab expression2		Chr5	"185,463,238"	"185,465,012"
GRMZM2G148467	sbp21	SBP-transcription factor 21	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"139,106,686"	"139,109,641"
GRMZM2G148506	e2f15	E2F-DP-transcription factor 215	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"142,876,623"	"142,885,325"
GRMZM2G148508	pco123247b		from AY105008 to hit on 10L	Chr10	"105,444,953"	"105,446,192"
GRMZM2G148547	IDP1615			Chr10	"109,030,991"	"109,032,857"
GRMZM2G148561	wrky94	WRKY-transcription factor 94	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"69,945,001"	"69,946,217"
GRMZM2G148648	pin7	PIN-formed protein7	from Forestan et al 2012	Chr1	"193,487,892"	"193,489,699"
GRMZM2G148693	zap1	zea apetala homolog1		Chr2	"236,669,675"	"236,679,078"
GRMZM2G148723	mlkt1	Maize LINC KASH AtWIT-like1	"bhlh46 assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"1,600,639"	"1,613,076"
GRMZM2G148744	rpl17c	ribosomal protein L17c		Chr1	"193,824,436"	"193,827,413"
GRMZM2G148772	col18	C2C2-CO-like-transcription factor 18		Chr5	"89,751,516"	"89,753,301"
GRMZM2G148810	alf1	Alfin-like-transcription factor 1	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"124,888,239"	"124,892,792"
GRMZM2G148896	tena2	thiaminase2	"Guan et al., 2014"	Chr1	"201,771,782"	"201,775,619"
GRMZM2G148924	fie2	fertilization independent endosperm2	Classical Gene	Chr10	"84,106,322"	"84,110,776"
GRMZM2G148925	psei7	cystatin7		Chr1	"79,075,655"	"79,077,147"
GRMZM2G148937	bige1	big embryo1	"Suzuki et al., 2015"	Chr5	"1,543,960"	"1,547,006"
GRMZM2G148940	farl14	FAR1-like-transcription factor 14	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr9	"87,667,166"	"87,669,926"
GRMZM2G149040	bzip58	bZIP-transcription factor 58	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr7	"173,190,014"	"173,195,685"
GRMZM2G149132	dbptf3	DBP-transcription factor 3	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr9	"14,021,102"	"14,026,143"
GRMZM2G149150	bzip43	bZIP-transcription factor 43	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"194,939,730"	"194,943,802"
GRMZM2G149153	sdg108	set domain gene108		Chr4	"29,377,433"	"29,389,813"
GRMZM2G149184	pin3	PIN-formed protein3	aligns to sequence EU570251; see also Forestan et al 2012	Chr4	"182,180,280"	"182,183,396"
GRMZM2G149184	PIN1c	NA	NA	NA	NA	NA
GRMZM2G149219	wrky96	WRKY-transcription factor 96	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"259,014,756"	"259,016,110"
GRMZM2G149224	ufg43			Chr1	"70,163,155"	"70,171,689"
GRMZM2G149238	tbp1	TATA-binding protein1	from: L13301	Chr1	"259,016,743"	"259,021,894"
GRMZM2G149257	pco098394			Chr1	"9,045,050"	"9,047,916"
GRMZM2G149265	AY110569			Chr8	"167,827,882"	"167,831,438"
GRMZM2G149317	psy2	phytoene synthase2		Chr8	"167,823,550"	"167,826,600"
GRMZM2G149347	c3h3	C3H-transcription factor 33	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"166,060,984"	"166,063,087"
GRMZM2G149428	lhcb5	light harvesting chlorophyll a/b binding protein5		Chr2	"220,058,172"	"220,060,652"
GRMZM2G149449	iaa31	Aux/IAA-transcription factor 31	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr7	"9,398,079"	"9,398,800"
GRMZM2G149481	si606065d12			Chr1	"33,322,465"	"33,326,460"
GRMZM2G149543	TIDP3243			Chr10	"111,306,909"	"111,309,238"
GRMZM2G149587	phd42	PHD-transcription factor 42	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"156,446,973"	"156,452,761"
GRMZM2G149647	hsp26	heat shock protein26		Chr1	"33,464,178"	"33,465,385"
GRMZM2G149683	wrky47	WRKY-transcription factor 47	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"144,765,374"	"144,766,804"
GRMZM2G149708	lug6	leunig-related6	"Li et al., 2016"	Chr2	"105,360,159"	"105,380,776"
GRMZM2G149756	ereb174	AP2-EREBP-transcription factor 174	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"175,592,023"	"175,595,225"
GRMZM2G149768	elfa2	elongation factor alpha2		Chr6	"136,755,765"	"136,759,415"
GRMZM2G149847	ras8B1	ras related protein8B1		Chr2	"233,015,891"	"233,019,721"
GRMZM2G149869	def3	defensin-like protein3		Chr5	"211,666,179"	"211,666,773"
GRMZM2G149894	AY110248			Chr10	"66,732,637"	"66,736,640"
GRMZM2G149923	umi12	ustilago maydis induced12	from: AY679130	Chr1	"275,154,534"	"275,157,007"
GRMZM2G149940	abi3	ABI3-VP1-transcription factor 3	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"1,684,944"	"1,691,150"
GRMZM2G149952	aps1	ATP sulfurylase1	from: EU973074	Chr1	"275,157,705"	"275,161,519"
GRMZM2G149958	myb133	MYB-transcription factor 133	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"1,678,831"	"1,682,752"
GRMZM2G150014	cl16117_1			Chr10	"147,014,456"	"147,017,362"
GRMZM2G150024	serk3	somatic embryogenesis receptor-like kinase3		Chr4	"124,660,672"	"124,667,062"
GRMZM2G150248	TIDP3366			Chr10	"147,028,225"	"147,032,518"
GRMZM2G150256	mir2	maize insect resistance2	from: BT040644	Chr6	"89,066,267"	"89,071,191"
GRMZM2G150260	mybr41		"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"216,312,171"	"216,314,107"
GRMZM2G150262	c3h14	C3H-transcription factor 314	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"147,037,098"	"147,041,632"
GRMZM2G150276	mir1	maize insect resistance1	Classical Gene	Chr6	"89,072,247"	"89,074,183"
GRMZM2G150295	grx1	glutaredoxin homolog1	from T12674	Chr2	"30,571,551"	"30,574,948"
GRMZM2G150327	bhlh111	bHLH-transcription factor 111	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"112,414,537"	"112,416,571"
GRMZM2G150348	hmg11	HMG-transcription factor 11	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"82,492,934"	"82,493,876"
GRMZM2G150363	nced8	nine-cis-epoxycarotenoid dioxygenase8	"Owens et al., 2014"	Chr5	"200,743,141"	"200,745,544"
GRMZM2G150383	pza02266			Chr2	"229,529,084"	"229,531,382"
GRMZM2G150450	umc2273			Chr3	"202,140,575"	"202,142,992"
GRMZM2G150474	gst15	glutathione transferase15		Chr8	"127,252,872"	"127,255,231"
GRMZM2G150594	lbd42	LBD-transcription factor 42	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr9	"143,011,637"	"143,013,786"
GRMZM2G150608	fha7	FHA-transcription factor 7	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"161,415,278"	"161,423,070"
GRMZM2G150616	vdac1a	voltage-dependent anion channel protein1a	from: EU970195	Chr2	"177,290,831"	"177,294,514"
GRMZM2G150656	ufg41			Chr9	"8,196,419"	"8,198,717"
GRMZM2G150680	myb155	MYB-transcription factor 155	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"74,619,373"	"74,623,124"
GRMZM2G150762	hir2	hypersensitive induced response2	from Entrez gene 541820	Chr2	"177,284,136"	"177,287,072"
GRMZM2G150796	iso3	isoamylase-type starch debranching enzyme3		Chr7	"129,134,063"	"129,145,654"
GRMZM2G150823	ofp20	OVATE-transcription factor 20	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"222,037,098"	"222,037,820"
GRMZM2G150841	myb23	MYB-transcription factor 23	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr7	"168,329,433"	"168,331,529"
GRMZM2G150876	AW065811			Chr5	"215,054,862"	"215,059,843"
GRMZM2G150901	AY111500			Chr10	"142,681,795"	"142,686,823"
GRMZM2G150906	rafs1	raffinose synthase1		Chr3	"12,571,385"	"12,575,346"
GRMZM2G151021	bnlg108			Chr2	"48,052,056"	"48,054,281"
GRMZM2G151041	odo1	alpha keto dehydrogenase candidate1		Chr10	"109,817,358"	"109,823,752"
GRMZM2G151044	trpp4	trehalose-6-phosphate phosphatase4	"Zhou et al., 2013"	Chr4	"180,916,055"	"180,919,097"
GRMZM2G151087	ggt1	geranylgeranyl transferase1		Chr3	"17,438,267"	"17,441,684"
GRMZM2G151193	elfa1	elongation factor alpha1		Chr8	"83,876,978"	"83,880,502"
GRMZM2G151205	myb114	MYB-transcription factor 114	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"155,174,836"	"155,176,075"
GRMZM2G151216	ptk3	receptor-like protein kinase3	from alignment to GenBank acsession AF24304 to B73_V2 assembly 	Chr1	"190,127,790"	"190,130,328"
GRMZM2G151223	hk1	histidine kinase1	B73_v2 alignment to sequence accession AB042270 	Chr5	"205,601,061"	"205,610,801"
GRMZM2G151227	whp1	white pollen1	Classical Gene	Chr2	"224,558,005"	"224,561,990"
GRMZM2G151266	hb65	Homeobox-transcription factor 65	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"289,933,104"	"289,944,419"
GRMZM2G151295	bzip124	bZIP-transcription factor 124	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr9	"131,353,502"	"131,359,160"
GRMZM2G151387	umc1492			Chr9	"119,964,620"	"119,970,211"
GRMZM2G151407	wrky52	WRKY-transcription factor 52	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr7	"131,319,563"	"131,323,434"
GRMZM2G151418	mlkp1	Maize LINC KASH AtWIP-like1		Chr2	"39,615,055"	"39,618,199"
GRMZM2G151444	wrky45	WRKY-transcription factor 45	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"9,237,045"	"9,244,979"
GRMZM2G151519	zim35	ZIM-transcription factor 35	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"80,927,425"	"80,930,017"
GRMZM2G151529	hcf106c	high chlorophyll fluorescence106c	Classical Gene	Chr10	"110,944,324"	"110,948,048"
GRMZM2G151542	ereb80	AP2-EREBP-transcription factor 80	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"147,672,456"	"147,674,477"
GRMZM2G151689	c3h18	C3H-transcription factor 318	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr9	"101,513,894"	"101,516,776"
GRMZM2G151763	wrky95	WRKY-transcription factor 95	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"211,059,226"	"211,062,376"
GRMZM2G151811	eil6	EIL-transcription factor 6	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr7	"173,994,325"	"173,996,353"
GRMZM2G151903	php20626			Chr10	"2,435,337"	"2,439,141"
GRMZM2G151934	limtf13	LIM-transcription factor 13	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr9	"140,469,500"	"140,474,431"
GRMZM2G152007	pza02554			Chr10	"2,454,333"	"2,457,858"
GRMZM2G152127	pza00538			Chr3	"208,546,055"	"208,552,820"
GRMZM2G152135	hyd3	hydroxylase3	from AY844957	Chr10	"136,081,567"	"136,084,686"
GRMZM2G152172	bzr9	BZR-transcription factor 9	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"8,453,673"	"8,455,727"
GRMZM2G152319	mybr54	MYB-related-transcription factor 54	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr9	"143,795,886"	"143,800,919"
GRMZM2G152354	ga2ox9	gibberellin 2-oxidase9	from: NM_001157265	Chr8	"23,992,337"	"23,994,920"
GRMZM2G152415	mads60	MADS-transcription factor 60	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr9	"5,512,084"	"5,517,672"
GRMZM2G152466	tua4	alpha tubulin4	Classical Gene	Chr5	"9,481,738"	"9,485,476"
GRMZM2G152526	umc1076			Chr1	"143,634,168"	"143,638,506"
GRMZM2G152543	nactf55	NAC-transcription factor 55	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"212,998,702"	"213,000,426"
GRMZM2G152655	bap2	basal layer antifungal protein2	Classical Gene	Chr4	"34,294,927"	"34,295,919"
GRMZM2G152661	camta5	CAMTA-transcription factor 5	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"109,591,875"	"109,599,342"
GRMZM2G152689	pebp10	phosphatidylethanolamine-binding protein10	Classical Gene	Chr3	"28,400,356"	"28,402,122"
GRMZM2G152703	bnlg1118			Chr5	"210,068,402"	"210,069,831"
GRMZM2G152757	dnp1	diphosphonucleotide phosphatase1		Chr10	"15,721,331"	"15,725,740"
GRMZM2G152764	bnlg1046			Chr5	"18,720,116"	"18,722,942"
GRMZM2G152796	iaa19	Aux/IAA-transcription factor 19	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"4,201,092"	"4,202,519"
GRMZM2G152801	fls1	flavonol synthase1	"Falcone-Ferreyra et al., 2012"	Chr5	"210,204,906"	"210,206,387"
GRMZM2G152822	cadtfr14	CCAAT-DR1-transcription factor 14	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr7	"16,202,771"	"16,203,691"
GRMZM2G152827	mpt1	mitochondrial phosphate transporter1		Chr5	"210,195,424"	"210,200,092"
GRMZM2G152853	pco105903			Chr5	"37,727,150"	"37,742,667"
GRMZM2G152862	zmm29	Zea mays MADS29	from: BT064585	Chr8	"102,450,748"	"102,454,585"
GRMZM2G152877	jmj17	JUMONJI-transcription factor 17	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"66,961,410"	"66,967,126"
GRMZM2G152889	mkkk63	MAP kinase kinase kinase63	from Kong et al 2013	Chr3	"142,725,252"	"142,734,848"
GRMZM2G152891	cal3	calmodulin3	Classical Gene	Chr1	"52,092,838"	"52,096,639"
GRMZM2G152908	sus1	sucrose synthase1	Classical Gene	Chr9	"122,479,052"	"122,485,725"
GRMZM2G153087	alf4	Alfin-like-transcription factor 4	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"135,934,895"	"135,940,205"
GRMZM2G153087	pza00363			Chr3	"135,934,895"	"135,940,205"
GRMZM2G153127	bnl8.15			Chr3	"2,060,989"	"2,068,244"
GRMZM2G153138	umc1780		from: AY106313	Chr3	"2,070,509"	"2,079,118"
GRMZM2G153144	bzip14	bZIP-transcription factor 14	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"74,180,653"	"74,185,259"
GRMZM2G153150	rrb2	related to retinoblastoma2		Chr4	"192,376,709"	"192,383,877"
GRMZM2G153206	umc1785			Chr10	"24,585,958"	"24,586,890"
GRMZM2G153233	arftf2	ARF-transcription factor 2	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"230,778,452"	"230,782,861"
GRMZM2G153268	limtf6	LIM-transcription factor 6	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"23,758,072"	"23,759,626"
GRMZM2G153292	tua1	alpha tubulin1	"from sequence EU966592; transcript GRMZM2G153292_T06; T06 transcript corresponds to tua1 identified in sequence X15704, B73_v2"	Chr1	"271,172,696"	"271,181,023"
GRMZM2G153292	tua2	alpha tubulin2	"Transcript GRMZM2G153292_T01; gene model includes both tua1, and tua2"	Chr1	"271,172,696"	"271,181,023"
GRMZM2G153333	gras69	GRAS-transcription factor 69	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"148,102,723"	"148,106,458"
GRMZM2G153358	sweet1b	sugars will eventually be exported transporter1b	"Sosso et al., 2015"	Chr6	"148,107,348"	"148,110,301"
GRMZM2G153359	ga2ox4	gibberellin 2-oxidase4	from: EC858802	Chr5	"187,018,204"	"187,022,091"
GRMZM2G153368	GRMZM2G153368			Chr5	"187,016,197"	"187,017,094"
GRMZM2G153369	pmpm2	proteolipid membrane potential regulator2	"from alignment to sequence in Fu et al (2012), and to accession EU959002"	Chr2	"199,044,953"	"199,046,279"
